notation,path,domains,tags,name,description
444,\Atmosphere\Gas phase\Reactive Gas\VOC,,,C3H6O (propanal),"IUPAC: propanal, PubChem CID: 527, CAS Number: 123-38-6, in gas phase"
445,\Atmosphere\Gas phase\Reactive Gas\VOC,,,C3H8 (propane),"IUPAC: propane, PubChem CID: 6334, CAS Number: 74-98-6, in gas phase"
446,\Atmosphere\Gas phase\Reactive Gas\VOC,,,"C4H6 (1,3-butadiene, butadiene)","IUPAC: buta-1,3-diene, PubChem CID: 7845, CAS Number: 106-99-0, in gas phase"
447,\Atmosphere\Gas phase\Reactive Gas\VOC,,,"C4H6O (2-methylprop-2-enal, methacrolein)","IUPAC: 2-methylprop-2-enal, PubChem CID: 6562, CAS Number: 78-85-3, in gas phase"
448,\Atmosphere\Gas phase\Reactive Gas\VOC,,,"C4H6O (but-3-en-2-one, methylvinylketone)","IUPAC: but-3-en-2-one, PubChem CID: 6570, CAS Number: 78-94-4, in gas phase"
449,\Atmosphere\Gas phase\Reactive Gas\VOC,,,C4H8 (1-butene),"IUPAC: but-1-ene, PubChem CID: 7844, CAS Number: 106-98-9, in gas phase"
450,\Atmosphere\Gas phase\Reactive Gas\VOC,,,C4H8 (sum of butenes),
451,\Atmosphere\Gas phase\Reactive Gas\VOC,,,"C4H8O (butan-2-one, methylethylketone)","IUPAC: butan-2-one, PubChem CID: 6569, CAS Number: 78-93-3, in gas phase"
452,\Atmosphere\Gas phase\Reactive Gas\VOC,,,C4H8O (butanal isomers),
453,\Atmosphere\Gas phase\Reactive Gas\VOC,,,C5H10 (1-pentene),"IUPAC: pent-1-ene, PubChem CID: 8004, CAS Number: 109-67-1, in gas phase"
454,\Atmosphere\Gas phase\Reactive Gas\VOC,,,C5H10 (2-methyl-1-butene),"IUPAC: 2-methylbut-1-ene, PubChem CID: 11240, CAS Number: 563-46-2, in gas phase"
455,\Atmosphere\Gas phase\Reactive Gas\VOC,,,C5H10 (2-methyl-2-butene),"IUPAC: 2-methylbut-2-ene, PubChem CID: 10553, CAS Number: 513-35-9, in gas phase"
456,\Atmosphere\Gas phase\Reactive Gas\VOC,,,C5H10 (3-methyl-1-butene),"IUPAC: 3-methylbut-1-ene, PubChem CID: 11239, CAS Number: 563-45-1, in gas phase"
457,\Atmosphere\Gas phase\Reactive Gas\VOC,,,C5H10 (cyclopentane),"IUPAC: cyclopentane, PubChem CID: 9253, CAS Number: 287-92-3, in gas phase"
458,\Atmosphere\Gas phase\Reactive Gas\VOC,,,C5H10 (sum of 1-pentene and 2-methyl-2-butene),
459,\Atmosphere\Gas phase\Reactive Gas\VOC,,,C5H10 (sum of pentenes),
460,\Atmosphere\Gas phase\Reactive Gas\VOC,,,"C5H10O (pentanal, valeraldehyde)","IUPAC: pentanal, PubChem CID: 8063, CAS Number: 110-62-3, in gas phase"
461,\Atmosphere\Gas phase\Reactive Gas\VOC,,,"C5H12 & C4H8 (sum of 2,2-dimethylpropane & c-2-butene)",
462,\Atmosphere\Gas phase\Reactive Gas\VOC,,,"C5H12 (2,2-dimethylpropane)","IUPAC: 2,2-dimethylpropane, PubChem CID: 10041, CAS Number: 463-82-1, in gas phase"
463,\Atmosphere\Gas phase\Reactive Gas\VOC,,,"C5H14 (2,3-dimethylbutane)","IUPAC: 2,3-dimethylbutane, PubChem CID: 6589, CAS Number: 79-29-8, in gas phase"
464,\Atmosphere\Gas phase\Reactive Gas\VOC,,,"C5H8 (2-methyl-1,3-butadiene, isoprene)","IUPAC: 2-methylbuta-1,3-diene, PubChem CID: 6557, CAS Number: 78-79-5, in gas phase"
465,\Atmosphere\Gas phase\Reactive Gas\VOC,,,C5H8 (cyclopentene),"IUPAC: cyclopentene, PubChem CID: 8882, CAS Number: 142-29-0, in gas phase"
466,\Atmosphere\Gas phase\Reactive Gas\VOC,,,"C5Hn, n=10 (sum of 3-methyl-1-butene and cyclopentene)","Sum of 3-methyl-1-butene and cyclopentane, in gas phase"
467,\Atmosphere\Gas phase\Reactive Gas\VOC,,,"C5Hn, n={12, 10} (sum of n-pentane and cyclopentane)","Sum of n-pentane and cyclopentane, in gas phase"
468,\Atmosphere\Gas phase\Reactive Gas\VOC,,,C6H12 (cyclohexane),"IUPAC: cyclohexane, PubChem CID: 8078, CAS Number: 110-82-7, in gas phase"
469,\Atmosphere\Gas phase\Reactive Gas\VOC,,,C6H12 (methylcyclopentane),"IUPAC: methylcyclopentane, PubChem CID: 7296, CAS Number: 96-37-7, in gas phase"
470,\Atmosphere\Gas phase\Reactive Gas\VOC,,,C6H12O (hexanal isomers),
471,\Atmosphere\Gas phase\Reactive Gas\VOC,,,"C6H14 (2,2-dimethylbutane)",
472,\Atmosphere\Gas phase\Reactive Gas\VOC,,,C6H14 (2-methylpentane),"IUPAC: 2-methylpentane, PubChem CID: 7892, CAS Number: 107-83-5, in gas phase"
473,\Atmosphere\Gas phase\Reactive Gas\VOC,,,C6H14 (3-methylpentane),"IUPAC: 3-methylpentane, PubChem CID: 7282, CAS Number: 96-14-0, in gas phase"
474,\Atmosphere\Gas phase\Reactive Gas\VOC,,,C6H14 (n-hexane),"IUPAC: hexane, PubChem CID: 8058, CAS Number: 110-54-3, in gas phase"
475,\Atmosphere\Gas phase\Reactive Gas\VOC,,,C6H14 (sum of methylpentanes),
476,\Atmosphere\Gas phase\Reactive Gas\VOC,,,C6H6 (benzene),"IUPAC: benzene, PubChem CID: 241, CAS Number: 71-43-2, in gas phase"
477,\Atmosphere\Gas phase\Reactive Gas\VOC,,,"C6Hn, n={14, 12} (sum of 3-methylpentane and cyclohexane)","sum of 3-methylpentane and cyclohexane, in gas phase"
478,\Atmosphere\Gas phase\Reactive Gas\VOC,,,"C6Hn, n={14, 12} (sum of 2,2-dimethylbutane and methylcyclopentane)","sum of 2,2-dimethylbutane and methylcyclopentane, in gas phase"
479,\Atmosphere\Gas phase\Reactive Gas\VOC,,,"C6Hn, n={14, 12} (sum of 2,3-dimethylbutane and methylcyclopentane)","sum of 2,3-dimethylbutane and methylcyclopentane, in gas phase"
480,\Atmosphere\Gas phase\Reactive Gas\VOC,,,C7H16 (sum of methylhexanes),
481,\Atmosphere\Gas phase\Reactive Gas\VOC,,,C7H6O (benzene carbaldehyde),
482,\Atmosphere\Gas phase\Reactive Gas\VOC,,,C7H8 (toluene),"IUPAC: toluene, PubChem CID: 1140, CAS Number: 108-88-3, in gas phase"
483,\Atmosphere\Gas phase\Reactive Gas\VOC,,,C8H10 (ethylbenzene),"IUPAC: ethylbenzene, PubChem CID: 7500, CAS Number: 100-41-4, in gas phase"
484,\Atmosphere\Gas phase\Reactive Gas\VOC,,,C8H10 (m-xylene),"IUPAC: 1,3-xylene, PubChem CID: 7929, CAS Number: 108-38-3, in gas phase"
485,\Atmosphere\Gas phase\Reactive Gas\VOC,,,C8H10 (o-xylene),"IUPAC: 1,2-xylene, PubChem CID: 7237, CAS Number: 95-47-6, in gas phase"
486,\Atmosphere\Gas phase\Reactive Gas\VOC,,,"C8H10 (Sum of p-xylene and m-xylene, 1,3- and 1,4-dimethylbenzene)",
487,\Atmosphere\Gas phase\Reactive Gas\VOC,,,"C9H12 (1,2,4-trimethylbenzene)","IUPAC: 1,2,4-trimethylbenzene, PubChem CID: 7247, CAS Number: 95-36-3, in gas phase"
488,\Atmosphere\Gas phase\Reactive Gas\VOC,,,"C9H12 (1,3,5-trimethylbenzene)","IUPAC: 1,3,5-trimethylbenzene, PubChem CID: 7947, CAS Number: 108-67-8, in gas phase"
489,\Atmosphere\Gas phase\Reactive Gas\VOC,,,"CH2O (methanal, formaldehyde)","IUPAC: formaldehyde, PubChem CID: 712, CAS Number: 50-00-0, in gas phase"
490,\Atmosphere\Gas phase\Reactive Gas\VOC,,,CH3CH2OH (ethanol),"IUPAC: ethanol, PubChem CID: 702, CAS Number: 64-17-5, in gas phase"
491,\Atmosphere\Gas phase\Reactive Gas\VOC,,,"CH3CHO (acetaldehyde, ethanal)","IUPAC: acetaldehyde, PubChem CID: 177, CAS Number: 75-07-0, in gas phase"
492,\Atmosphere\Gas phase\Reactive Gas\VOC,,,CH3CN (acetonitrile),"IUPAC: acetonitrile, PubChem CID: 6342, CAS Number: 75-05-8, in gas phase"
493,\Atmosphere\Gas phase\Reactive Gas\VOC,,,CH3OH (methanol),"IUPAC: methanol, PubChem CID: 887, CAS Number: 67-56-1, in gas phase"
494,\Atmosphere\Gas phase\Reactive Gas\VOC,,,NMHC,
495,\Atmosphere\Gas phase\Reactive Gas\VOC,,,c-C4H8 (cis-2-butene),"IUPAC: (Z)-but-2-ene, PubChem CID: 5287573, CAS Number: 590-18-1, in gas phase"
496,\Atmosphere\Gas phase\Reactive Gas\VOC,,,c-C5H10 (cis-2-pentene),"IUPAC: (Z)-pent-2-ene, PubChem CID: 5326160, CAS Number: 627-20-3, in gas phase"
497,\Atmosphere\Gas phase\Reactive Gas\VOC,,,"i-C4H10 (2-methylpropane, iso-butane)","IUPAC: 2-methylpropane, PubChem CID: 6360, CAS Number: 75-28-5, in gas phase"
498,\Atmosphere\Gas phase\Reactive Gas\VOC,,,"i-C4H8 (2-methylpropene, iso-butene)","IUPAC: 2-methylprop-1-ene, PubChem CID: 8255, CAS Number: 115-11-7, in gas phase"
499,\Atmosphere\Gas phase\Reactive Gas\VOC,,,"i-C5H12 (2-methylbutane, iso-pentane)","IUPAC: 2-methylbutane, PubChem CID: 6556, CAS Number: 78-78-4, in gas phase"
500,\Atmosphere\Gas phase\Reactive Gas\VOC,,,"i-C7H16 (2-methylhexane, isoheptane)","IUPAC: 2-methylhexane, PubChem CID: 11582, CAS Number: 591-76-4, in gas phase"
501,\Atmosphere\Gas phase\Reactive Gas\VOC,,,n-C4H10 (n-butane),"IUPAC: butane, PubChem CID: 7843, CAS Number: 106-97-8, in gas phase"
502,\Atmosphere\Gas phase\Reactive Gas\VOC,,,n-C5H12 (n-pentane),"IUPAC: pentane, PubChem CID: 8003, CAS Number: 109-66-0, in gas phase"
503,\Atmosphere\Gas phase\Reactive Gas\VOC,,,n-C7H16 (n-heptane),"IUPAC: heptane, PubChem CID: 8900, CAS Number: 142-82-5, in gas phase"
504,\Atmosphere\Gas phase\Reactive Gas\VOC,,,t-C4H8 (trans-2-butene),"IUPAC: (E)-but-2-ene, PubChem CID: 62695, CAS Number: 107-01-7, in gas phase"
505,\Atmosphere\Gas phase\Reactive Gas\VOC,,,t-C5H10 (trans-2-pentene),"IUPAC: (E)-pent-2-ene, PubChem CID: 5326161, CAS Number: 109-68-2, in gas phase"
506,\Atmosphere\Clouds\Optical properties,,,Cloud optical depth,"Effective depth (thickness) of a cloud from the viewpoint of radiation propagation. Specifically, OD = exp(-K.Δz), where K is the extinction coefficient [km-1] and Δz the vertical path [km] between the base and the top of the cloud. The WMO Cloud Atlas (https://cloudatlas.wmo.int/en/optical-thickness.html) defines cloud optical thickness as 'The optical thickness of a cloud is the degree to which the cloud prevents light from passing through it.'"
507,\Atmosphere\Clouds\Optical properties,,,Optical depth of fog,"The degree to which fog prevents light from passing through it. The term 'fog' refers to 'microscopic droplets [that] reduce horizontal visibility at the Earth’s surface to less than 1 km' [WMO, International Cloud Atlas, 2017 ed., https://cloudatlas.wmo.int/en/fog-compared-with-mist.html]."
508,\Atmosphere\Clouds\Optical properties,,,Optical depth within a cloud layer,"A part of cloud optical depth which results from a vertical integral of light extinction by cloud particles between the bottom and top of a cloud layer."
509,\Atmosphere\Clouds\Optical properties,,,Short-wave cloud reflectance,Reflectance of the solar radiation from clouds 
521,\Atmosphere\Visibility\Obscurations,,,Extinction coefficient,
522,\Atmosphere\Visibility\Obscurations,,,Hydrometeor radius,
523,\Atmosphere\Visibility\Obscurations,,,Hydrometeor type,
524,\Atmosphere\Visibility\Obscurations,,,Lithometeor type,
525,\Atmosphere\Visibility\Obscurations,,,Meteorological Optical Range,
526,\Atmosphere\Visibility\Obscurations,,,Obscuration type,
529,\Atmosphere\Total Atmospheric Deposition\Inorganic acid,,,Strong acids,
531,\Atmosphere\Clouds\Position,,,Cloud base height,"For surface observations, height of the cloud base above ground level; for aircraft observations, altitude of the cloud base above mean sea level."
532,\Atmosphere\Clouds\Position,,,Cloud top height,Height of the top of the cloud (highest cloud in case of multi-layer clouds) above mean sea level.
533,\Atmosphere\Clouds\Position,,,Height of inversion,Height of a stable layer of air with an increased temperature.
534,\Atmosphere\Gas phase\Greenhouse Gas\HCFCs,,,"C2H3Cl2F (1,1-dichloro-1-fluoroethane, HCFC-141b)","IUPAC: 1,1-dichloro-1-fluoroethane, PubChem CID: 15586, CAS Number: 1717-00-6, in gas phase"
535,\Atmosphere\Gas phase\Greenhouse Gas\HCFCs,,,"C2H3ClF2 (1-chloro-1,1-difluoroethane, HCFC-142b)","IUPAC: 1-chloro-1,1-difluoroethane, PubChem CID: 6388, CAS Number: 75-68-3, in gas phase"
536,\Atmosphere\Gas phase\Greenhouse Gas\HFCs,,,"C2H3F3 (1,1,1-trifluoroethane, HFC-143a)","IUPAC: 1,1,1-trifluoroethane, PubChem CID: 9868, CAS Number: 420-46-2, in gas phase"
537,\Atmosphere\Gas phase\Greenhouse Gas\HCFCs,,,"CHClF2 (chlorodifluoromethane, HCFC-22)","IUPAC: chloro(difluoro)methane, PubChem CID: 6372, CAS Number: 75-45-6, in gas phase"
538,\Atmosphere\Total Atmospheric Deposition\Inorganic anions,,,Br- (bromide),"IUPAC: bromide, PubChem CID: 259, CAS Number: 24959-67-9, in total deposition"
539,\Atmosphere\Total Atmospheric Deposition\Inorganic anions,,,Cl- (chloride),"IUPAC: chloride, PubChem CID: 312, CAS Number: 16887-00-6, in total deposition"
540,\Atmosphere\Total Atmospheric Deposition\Inorganic anions,,,F- (fluoride),"IUPAC: fluoride, PubChem CID: 28179, CAS Number: 16984-48-8, in total deposition"
541,\Atmosphere\Total Atmospheric Deposition\Inorganic anions,,,I- (iodide),"IUPAC: iodide, PubChem CID: 30165, CAS Number: 20461-54-5, in total deposition"
542,\Atmosphere\Total Atmospheric Deposition\Inorganic anions,,,PO4--- (phosphate),"IUPAC: phosphate, PubChem CID: 1061, CAS Number: 14265-44-2, in total deposition"
543,\Atmosphere\Total Atmospheric Deposition\Inorganic anions,,,"SO4= (sulfate), corrected","IUPAC: sulfate, PubChem CID: 1117, CAS Number: 14808-79-8, in total deposition"
544,\Atmosphere\Total Atmospheric Deposition\Inorganic anions,,,SO4= (sulfate),"IUPAC: sulfate, PubChem CID: 1117, CAS Number: 14808-79-8, in total deposition"
545,\Atmosphere\Total Atmospheric Deposition\Inorganic cations,,,Ca++ (calcium),"IUPAC: calcium(2+), PubChem CID: 271, CAS Number: 14127-61-8, in total deposition"
546,\Atmosphere\Total Atmospheric Deposition\Inorganic cations,,,Mg++ (magnesium),"IUPAC: magnesium(2+), PubChem CID: 888, CAS Number: 22537-22-0, in total deposition"
547,\Atmosphere\Total Atmospheric Deposition\Inorganic cations,,,K+ (potassium),"IUPAC: potassium(1+), PubChem CID: 813, CAS Number: 24203-36-9, in total deposition"
548,\Atmosphere\Total Atmospheric Deposition\Inorganic cations,,,Na+ (sodium),"IUPAC: sodium(1+), PubChem CID: 923, CAS Number: 17341-25-2, in total deposition"
550,\Atmosphere\Clouds\Type,,,Type of cloud,"Result of cloud type classification - Accuracy expressed as inverse of number of classes, so that smaller figures correspond to better performance."
551,\Atmosphere\Clouds\Type,,,Type of high clouds,"Type of clouds of genera Cirrus, Cirrocumulus, or Cirrostratus. These occur between 3-8 km (polar regions), 5-13 km (temperate regions) and 6-18 km (tropics) above ground [ref: WMO, International Cloud Atlas, 2017 ed.]"
552,\Atmosphere\Clouds\Type,,,Type of low clouds,"Type of clouds of genera Stratus, Stratocumulus, Cumulus, or Cumulonimbus. These occur between 0-2 km above ground [ref: WMO, International Cloud Atlas, 2017 ed.]"
553,\Atmosphere\Clouds\Type,,,Type of middle clouds,"Type of clouds of genera Altocumulus, Altostratus, or Nimbostratus. These occur between 2-4 km (polar regions), 2-7 km (temperate regions) and 2-8 km (tropics) above ground [ref: WMO, International Cloud Atlas, 2017 ed.]"
554,\Atmosphere\Gas phase\Greenhouse Gas\HFCs,,,"C2H2F4 (1,1,1,2-tetrafluoroethane, HFC-134a)","IUPAC: 1,1,1,2-tetrafluoroethane, PubChem CID: 13129, CAS Number: 811-97-2, in gas phase"
555,\Atmosphere\Gas phase\Greenhouse Gas\HFCs,,,"C2H4F2 (1,1-difluoroethane, HFC-152a)","IUPAC: 1,1-difluoroethane, PubChem CID: 6368, CAS Number: 75-37-6, in gas phase"
556,\Atmosphere\Gas phase\Greenhouse Gas\HFCs,,,"C2HF5 (pentafluoroethane, HFC-125)","IUPAC: 1,1,1,2,2-pentafluoroethane, PubChem CID: 9633, CAS Number: 354-33-6, in gas phase"
557,\Atmosphere\Gas phase\Greenhouse Gas\HFCs,,"gas phase, greenhouse gas, HFC","C3H2F6 (1,1,1,2,3,3-hexafluoropropane, HFC-236ea)","IUPAC: 1,1,1,2,3,3-hexafluoropropane, PubChem CID: 79009, CAS Number: 431-63-0, in gas phase"
558,\Atmosphere\Gas phase\Greenhouse Gas\HFCs,,,"C3H3F5 (1,1,1,3,3-Pentafluoropropane, HFC-245fa)","IUPAC: 1,1,1,3,3-pentafluoropropane, PubChem CID: 68030, CAS Number: 460-73-1, in gas phase"
559,\Atmosphere\Gas phase\Greenhouse Gas\HFCs,,,"C3HF7 (1,1,1,2,3,3,3-Heptafluoropropane, HFC-227ea)","IUPAC: 1,1,1,2,3,3,3-heptafluoropropane, PubChem CID: 67940, CAS Number: 431-89-0, in gas phase"
560,\Atmosphere\Gas phase\Greenhouse Gas\HFCs,,,"C4H5F5 (1,1,1,3,3-pentafluorobutane, HFC-365mfc)","IUPAC: 1,1,1,3,3-pentafluorobutane, PubChem CID: 67884, CAS Number: 406-58-6, in gas phase"
561,\Atmosphere\Gas phase\Greenhouse Gas\HFCs,,,"CH2F2 (difluoromethane, HFC-32)","IUPAC: difluoromethane, PubChem CID: 6345, CAS Number: 75-10-5, in gas phase"
562,\Atmosphere\Gas phase\Greenhouse Gas\HFCs,,,"CHF3 (trifluoromethane, HFC-23)","IUPAC: fluoroform, PubChem CID: 6373, CAS Number: 75-46-7, in gas phase"
565,\Atmosphere\Radiation\IR,,,Long-wave irradiance (direction unspecified),"Flux density of long-wave radiation (direction unspecified) at a specified level within the atmosphere, including the Earth surface. Long-wave radiation is the radiation at wavelengths greater than 3 μm (3000 nm), including most of the spectrum emitted by sources at terrestrial temperatures."
566,\Atmosphere\Radiation\IR,,,Downward long-wave irradiance,"Flux density of downwelling long-wave radiation, at a specified level within the atmosphere, including the Earth surface."
567,\Atmosphere\Radiation\IR,,,Upward long-wave irradiance,"Flux density of upwelling long-wave radiation, at the top of the atmosphere or at a specified level within the atmosphere, including the Earth surface."
568,\Atmosphere\Total Atmospheric Deposition\Inorganic nitrogen species,,,NH4+ (ammonium),"IUPAC: azanium, PubChem CID: 223, CAS Number: 14798-03-9, in total deposition"
569,\Atmosphere\Total Atmospheric Deposition\Inorganic nitrogen species,,,NO3- (nitrate),"IUPAC: nitrate, PubChem CID: 943, CAS Number: 14797-55-8, in total deposition"
570,\Atmosphere\Total Atmospheric Deposition\Inorganic nitrogen species,,,NO2- (nitrite),"IUPAC: nitrite, PubChem CID: 946, CAS Number: 14797-65-0, in total deposition"
571,\Atmosphere\Radiation\Solar,,,Diffuse downward short-wave irradiance,"Flux density of diffuse short-wave solar radiation, at a specified level within the atmosphere, including the Earth surface."
572,\Atmosphere\Radiation\Solar,,,Direct downward short-wave irradiance,"Flux density of direct downwelling short-wave solar radiation, at the top of the atmosphere or at a specified level within the atmosphere, including the Earth surface."
573,\Atmosphere\Radiation\Solar,,,Downward short-wave irradiance,"Flux density of downwelling short-wave solar radiation, at the top of the atmosphere or a specified level within the atmosphere, including the Earth surface. [The term 'global (downward) shortwave irradiance' is sometimes used to specify that this flux is the sum of direct and diffuse components.]"
574,\Atmosphere\Radiation\Solar,,,Upward short-wave irradiance,"Flux density of upwelling short-wave radiation, at the top of the atmosphere or a specified level within the atmosphere, including the Earth surface."
576,\Atmosphere\Total Atmospheric Deposition\Organic acid,,,CH3COO- (acetate),"IUPAC: acetate, PubChem CID: 175, CAS Number: 71-50-1, in total deposition"
577,\Atmosphere\Total Atmospheric Deposition\Organic acid,,,HCOO- (formate),"IUPAC: formate, PubChem CID: 283, CAS Number: 71-47-6, in total deposition"
578,\Atmosphere\Total Atmospheric Deposition\Organic acid,,,C2H5COO- (propionate),"IUPAC: propanoate, PubChem CID: 104745, CAS Number: 72-03-7, in total deposition"
579,\Atmosphere\Particle phase\Composition,,,"Acidity-Alkalinity, TSP",
589,\Atmosphere\Gas phase\Greenhouse Gas\CFCs,,,"C2Cl2F4 (1,2-dichlorotetrafluoroethane, CFC-114)","IUPAC: 1,2-dichloro-1,1,2,2-tetrafluoroethane, PubChem CID: 6429, CAS Number: 76-14-2"
590,\Atmosphere\Gas phase\Greenhouse Gas\CFCs,,,"C2Cl3F3 (1,1,2-trichloro-1,2,2-trifluoroethane, CFC-113)","IUPAC: 1,1,2-trichloro-1,2,2-trifluoroethane, PubChem CID: 6428, CAS Number: 76-13-1, in gas phase"
591,\Atmosphere\Gas phase\Greenhouse Gas\CFCs,,,"C2ClF5 (1-chloro-1,1,2,2,2-pentafluoroethane, CFC-115)","IUPAC: 1-chloro-1,1,2,2,2-pentafluoroethane, PubChem CID: 6430, CAS Number: 76-15-3, in gas phase"
592,\Atmosphere\Gas phase\Greenhouse Gas\CFCs,,,"CCl2F2 (dichlorodifluoromethane, CFC-12)","IUPAC: dichloro(difluoro)methane, PubChem CID: 6391, CAS Number: 75-71-8, in gas phase"
593,\Atmosphere\Gas phase\Greenhouse Gas\CFCs,,,"CCl3F (trichlorofluoromethane, CFC-11)","IUPAC: trichloro(fluoro)methane, PubChem CID: 6389, CAS Number: 75-69-4, in gas phase"
594,\Atmosphere\Gas phase\Greenhouse Gas\Halocarbons,,,"CCl4 (tetrachloromethane, carbon tetrachloride)","IUPAC: tetrachloromethane, PubChem CID: 5943, CAS Number: 56-23-5, in gas phase"
595,\Atmosphere\Gas phase\Greenhouse Gas\Halocarbons,,,"CH3CCl3 (1,1,1-trichloroethane, methyl chloroform)","IUPAC: 1,1,1-trichloroethane, PubChem CID: 6278, CAS Number: 71-55-6, in gas phase"
597,\Atmosphere\Total Atmospheric Deposition\Trace elements\,,,Al (aluminium),"IUPAC: aluminium, PubChem CID: 5359268, CAS Number: 7429-90-5, in total deposition"
598,\Atmosphere\Total Atmospheric Deposition\Trace elements,,,As (arsenic),"IUPAC: arsenic, PubChem CID: 5359596, CAS Number: 7440-38-2, in total deposition"
599,\Atmosphere\Total Atmospheric Deposition\Trace elements,,,Cd (cadmium),"IUPAC: cadmium, PubChem CID: 23973, CAS Number: 7440-43-9, in total deposition"
600,\Atmosphere\Total Atmospheric Deposition\Trace elements,,,Cr (chromium),"IUPAC: chromium, PubChem CID: 23976, CAS Number: 7440-47-3, in total deposition"
601,\Atmosphere\Total Atmospheric Deposition\Trace elements,,,Co (cobalt),"IUPAC: cobalt, PubChem CID: 104730, CAS Number: 7440-48-4, in total deposition"
602,\Atmosphere\Total Atmospheric Deposition\Trace elements,,,Cu (copper),"IUPAC: copper, PubChem CID: 23978, CAS Number: 7440-50-8, in total deposition"
603,\Atmosphere\Total Atmospheric Deposition\Trace elements,,,Fe (iron),"IUPAC: iron, PubChem CID: 23925, CAS Number: 7439-89-6, in total deposition"
604,\Atmosphere\Total Atmospheric Deposition\Trace elements,,,Pb (lead),"IUPAC: lead, PubChem CID: 5352425, CAS Number: 7439-92-1, in total deposition"
605,\Atmosphere\Total Atmospheric Deposition\Trace elements,,,Mn (manganese),"IUPAC: manganese, PubChem CID: 23930, CAS Number: 7439-96-5, in total deposition"
606,\Atmosphere\Total Atmospheric Deposition\Trace elements,,,Hg (mercury),"IUPAC: mercury, PubChem CID: 23931, CAS Number: 7439-97-6, in total deposition"
607,\Atmosphere\Total Atmospheric Deposition\Trace elements,,,Ni (nickel),"IUPAC: nickel, PubChem CID: 936, CAS Number: 7440-02-1, in total deposition"
608,\Atmosphere\Total Atmospheric Deposition\Trace elements,,,V (vanadium),"IUPAC: vanadium, PubChem CID: 23990, CAS Number: 7440-62-2, in total deposition"
609,\Atmosphere\Total Atmospheric Deposition\Trace elements,,,Zn (zinc),"IUPAC: zinc, PubChem CID: 23994, CAS Number: 7440-66-6, in total deposition"
614,\Atmosphere\Particle phase\Composition\Inorganic anions,,,"Cl- (chloride), PM1","IUPAC: chloride, PubChem CID: 312, CAS Number: 16887-00-6, in particle phase, PM1"
615,\Atmosphere\Particle phase\Composition\Inorganic anions,,,"Cl- (chloride), PM10","IUPAC: chloride, PubChem CID: 312, CAS Number: 16887-00-6, in particle phase, PM10"
616,\Atmosphere\Particle phase\Composition\Inorganic anions,,,"Cl- (chloride), PM2.5","IUPAC: chloride, PubChem CID: 312, CAS Number: 16887-00-6, in particle phase, PM2.5"
617,\Atmosphere\Particle phase\Composition\Inorganic anions,,,"Cl- (chloride), TSP","IUPAC: chloride, PubChem CID: 312, CAS Number: 16887-00-6, in particle phase, TSP"
618,\Atmosphere\Particle phase\Composition\Inorganic anions,,,"F- (fluoride), TSP","IUPAC: fluoride, PubChem CID: 28179, CAS Number: 16984-48-8, in particle phase, TSP"
619,\Atmosphere\Particle phase\Composition\Inorganic anions,,,"SO4= (sulfate), corrected","IUPAC: sulfate, PubChem CID: 1117, CAS Number: 14808-79-8, in particle phase"
620,\Atmosphere\Particle phase\Composition\Inorganic anions,,,"SO4= (sulfate), TSP","IUPAC: sulfate, PubChem CID: 1117, CAS Number: 14808-79-8, in particle phase, TSP"
621,\Atmosphere\Particle phase\Composition\Inorganic anions,,,"SO4= (sulfate), PM10","IUPAC: sulfate, PubChem CID: 1117, CAS Number: 14808-79-8, in particle phase, PM10"
622,\Atmosphere\Particle phase\Composition\Inorganic anions,,,"SO4= (sulfate), PM2.5","IUPAC: sulfate, PubChem CID: 1117, CAS Number: 14808-79-8, in particle phase, PM2.5"
623,\Atmosphere\Particle phase\Composition\Inorganic carbonaceous,,,"Elemental carbon, PM10",Carbonaceous fraction of particulate matter that is thermally stable in an inert atmosphere to high temperatures near 4000 K and can only be gasified by oxidation starting at temperatures above 340 degC. It is assumed to be inert and non-volatile under atmospheric conditions and insoluble in any solvent. Size range: PM10
624,\Atmosphere\Particle phase\Composition\Inorganic carbonaceous,,,"Elemental carbon, PM1",Carbonaceous fraction of particulate matter that is thermally stable in an inert atmosphere to high temperatures near 4000 K and can only be gasified by oxidation starting at temperatures above 340 degC. It is assumed to be inert and non-volatile under atmospheric conditions and insoluble in any solvent. Size range: PM1
625,\Atmosphere\Particle phase\Composition\Inorganic carbonaceous,,,"Elemental carbon, PM2.5",Carbonaceous fraction of particulate matter that is thermally stable in an inert atmosphere to high temperatures near 4000 K and can only be gasified by oxidation starting at temperatures above 340 degC. It is assumed to be inert and non-volatile under atmospheric conditions and insoluble in any solvent. Size range: PM2.5
626,\Atmosphere\Particle phase\Composition\Inorganic carbonaceous,,,"Total carbon, PM10","Sum of elemental and organic carbon. Includes inorganic carbon, which is operationally distributed between elemental and organic carbon. Size range: PM10"
632,\Atmosphere\Particle phase\Composition\Inorganic cations,,,"Ca++ (calcium), PM10","IUPAC: calcium(2+), PubChem CID: 271, CAS Number: 14127-61-8, in particle phase, PM10"
633,\Atmosphere\Particle phase\Composition\Inorganic cations,,,"Ca++ (calcium), PM2.5","IUPAC: calcium(2+), PubChem CID: 271, CAS Number: 14127-61-8, in particle phase, PM2.5"
